Speed (km/h),Acceleration (m/sｲ),Braking intensity (%),Cornering speed (km/h),Driver Behavior rating
88.65,2.72,77.30,29.73,5.00
68.06,2.89,81.93,26.28,2.00
102.77,6.99,64.45,25.81,6.00
91.14,6.65,53.76,13.69,3.00
113.81,8.19,43.76,28.06,10.00
86.82,6.60,101.65,24.61,3.00
94.29,3.95,57.42,24.21,2.00
100.74,5.27,52.00,26.41,5.00
83.23,2.13,78.61,28.70,3.00
113.05,4.32,81.07,26.01,6.00
68.63,4.39,59.74,23.73,6.00
82.41,6.16,69.62,23.09,5.00
106.67,8.21,67.89,30.75,8.00
113.67,3.28,56.48,28.28,6.00
98.14,3.20,58.66,21.05,3.00
65.79,3.51,86.30,27.53,2.00
99.37,5.11,46.12,27.75,9.00
87.25,2.29,92.42,17.53,1.00
65.98,2.78,93.45,22.65,1.00
74.99,4.38,67.59,38.91,8.00
98.28,4.97,72.64,12.23,1.00
74.44,5.41,74.06,35.24,3.00
81.93,5.91,73.64,29.90,10.00
108.36,4.46,71.97,19.99,6.00
61.17,6.43,50.02,31.10,10.00
101.47,7.41,54.37,35.15,8.00
83.86,6.49,57.10,34.24,10.00
85.15,5.28,80.01,20.41,1.00
110.85,4.09,58.74,29.94,6.00
93.06,4.85,55.12,33.90,3.00
81.50,7.03,74.78,24.16,6.00
78.75,1.60,80.11,25.68,1.00
94.12,8.33,55.05,33.89,9.00
94.98,7.93,41.77,32.85,10.00
101.52,2.77,98.97,27.13,4.00
99.55,6.69,90.25,25.70,6.00
92.70,8.46,38.38,44.23,10.00
100.98,8.41,70.04,30.04,8.00
70.13,6.49,84.09,29.07,9.00
94.43,3.65,79.77,18.55,2.00
77.92,8.23,79.87,32.08,8.00
67.69,5.42,83.82,34.62,3.00
50.21,1.41,76.15,17.83,1.00
89.48,6.31,65.98,28.20,7.00
82.38,3.71,52.13,19.71,7.00
101.27,9.62,48.65,29.41,9.00
59.88,3.90,50.44,13.22,1.00
98.93,2.00,96.37,24.81,5.00
80.45,5.62,55.03,21.15,3.00
67.66,6.45,89.55,28.66,6.00
73.39,6.72,50.53,28.74,8.00
81.23,7.40,55.72,34.52,7.00
108.13,7.68,70.95,30.52,9.00
70.88,5.89,66.08,22.02,8.00
130.30,8.67,59.21,26.58,10.00
91.98,6.96,61.50,37.27,8.00
99.25,9.12,62.40,23.39,9.00
84.15,5.51,63.47,34.89,8.00
108.07,6.26,41.41,26.43,8.00
83.31,3.19,54.96,27.98,7.00
51.95,5.49,71.56,21.68,3.00
59.05,2.57,89.97,24.77,1.00
107.12,2.05,45.22,26.55,5.00
88.27,4.53,67.37,17.77,4.00
66.92,7.79,88.87,39.63,10.00
86.37,3.54,70.80,35.73,5.00
68.01,9.31,90.84,33.75,8.00
68.35,6.99,83.80,24.31,6.00
76.22,7.84,93.68,18.01,5.00
116.11,4.48,49.89,24.96,5.00
133.25,5.37,49.20,27.96,10.00
113.43,5.30,74.78,35.38,8.00
101.20,8.86,73.50,20.83,9.00
52.17,6.43,77.66,29.85,2.00
80.40,9.37,58.44,25.30,8.00
85.40,2.12,81.08,17.53,2.00
70.67,0.68,96.57,23.86,1.00
45.91,4.93,62.63,31.30,2.00
53.93,3.57,60.33,25.44,2.00
96.96,6.30,61.81,20.37,3.00
57.96,1.54,82.36,35.16,3.00
103.53,7.29,78.42,24.92,6.00
88.07,6.88,61.24,35.84,6.00
93.76,1.63,56.62,26.19,3.00
88.96,4.39,43.14,33.89,7.00
79.11,6.07,60.74,32.80,7.00
87.57,3.38,72.86,30.52,2.00
65.88,2.24,57.79,20.21,3.00
87.34,4.72,69.92,35.07,7.00
110.94,2.10,86.14,22.76,3.00
95.87,9.64,45.34,21.15,8.00
73.61,6.01,88.28,22.06,5.00
98.37,5.20,68.69,25.51,1.00
72.72,3.60,71.87,28.95,6.00
117.64,6.37,51.96,28.02,10.00
97.87,9.49,68.03,29.65,9.00
100.40,7.44,79.70,28.23,6.00
106.24,9.13,42.27,32.54,8.00
84.83,5.00,81.71,28.99,5.00
66.10,6.28,56.95,22.93,5.00
91.10,7.55,91.95,33.65,8.00
95.14,6.95,62.40,22.86,6.00
111.20,8.16,47.56,37.82,8.00
80.70,4.46,79.10,17.67,1.00
121.44,7.91,73.13,34.20,10.00
109.95,6.44,57.02,40.14,7.00
96.44,3.01,88.22,17.59,5.00
88.94,6.96,82.78,35.43,4.00
71.42,7.49,54.12,37.23,8.00
107.71,0.82,99.10,22.13,2.00
85.51,5.18,100.98,14.59,2.00
84.22,7.99,79.07,20.62,10.00
77.19,4.00,82.23,26.60,2.00
85.28,7.60,45.46,28.42,9.00
111.32,4.44,66.39,20.00,7.00
69.02,4.87,59.16,26.05,8.00
87.45,6.97,86.58,25.84,8.00
59.02,6.77,80.68,23.53,3.00
127.99,6.06,72.35,35.46,8.00
111.38,3.50,79.45,28.34,7.00
49.34,3.58,70.21,30.54,3.00
51.79,7.17,64.59,24.47,4.00
130.12,6.81,73.34,31.27,10.00
59.08,3.72,60.28,27.11,4.00
58.29,3.01,79.95,29.34,2.00
72.00,2.50,55.24,22.75,2.00
114.92,6.64,68.20,29.24,4.00
66.90,4.88,84.20,34.01,6.00
95.60,6.67,49.33,36.93,9.00
57.25,1.69,58.42,24.95,2.00
40.51,3.68,83.51,21.13,3.00
97.05,5.83,65.30,29.75,6.00
86.09,4.32,79.22,32.68,3.00
90.81,1.32,75.93,20.28,3.00
105.54,9.07,71.67,27.92,7.00
70.27,2.49,58.79,26.25,1.00
95.35,3.60,69.90,28.84,3.00
81.85,2.05,62.66,27.71,1.00
85.94,1.78,90.00,27.74,4.00
106.49,4.28,54.56,28.42,6.00
74.36,5.21,92.13,32.41,2.00
67.54,6.95,90.10,31.44,6.00
91.59,4.68,58.17,29.72,7.00
96.23,3.68,64.32,19.35,1.00
74.37,5.50,90.17,35.53,5.00
130.35,6.20,42.10,40.68,9.00
104.03,8.41,84.90,38.55,6.00
81.54,5.87,52.17,29.94,10.00
102.71,9.71,78.30,32.43,9.00
120.08,7.12,49.93,22.85,9.00
76.25,4.98,54.17,21.78,6.00
103.76,3.31,68.04,29.20,6.00
45.48,3.50,63.29,26.75,3.00
79.14,3.10,57.81,30.22,2.00
44.67,1.06,70.95,12.10,1.00
108.73,7.10,38.21,25.38,8.00
59.15,1.44,100.44,17.09,1.00
84.10,6.27,78.79,22.80,2.00
74.29,5.01,83.72,16.83,3.00
124.76,8.55,71.59,25.73,7.00
126.85,8.05,48.36,31.97,8.00
73.08,4.57,45.06,21.89,5.00
94.68,3.07,66.88,26.88,1.00
71.70,7.75,45.08,30.77,10.00
70.71,4.14,69.71,27.33,6.00
63.62,1.33,74.46,30.57,1.00
126.43,9.20,67.65,38.77,9.00
109.50,3.20,92.36,24.74,6.00
93.85,4.27,62.82,27.29,6.00
64.87,5.38,71.75,23.74,4.00
97.50,4.15,51.32,28.49,6.00
86.94,1.90,58.43,26.12,2.00
83.94,5.22,85.59,32.47,7.00
60.23,3.70,67.12,24.97,3.00
70.80,8.64,65.24,33.27,8.00
99.76,6.99,90.01,23.66,5.00
105.95,5.81,62.87,34.22,5.00
48.87,4.33,97.00,19.30,3.00
96.32,6.60,50.89,30.85,8.00
102.34,5.65,83.05,31.98,6.00
80.52,4.14,75.64,21.51,4.00
63.17,4.88,74.13,27.50,6.00
79.77,1.81,54.16,25.69,1.00
60.42,3.76,88.77,26.15,3.00
75.89,5.46,86.23,17.27,6.00
98.33,7.30,64.90,38.10,10.00
123.24,7.01,40.03,31.59,10.00
74.15,4.27,53.53,26.19,5.00
110.85,8.99,53.88,25.12,10.00
77.79,2.63,76.88,28.75,2.00
98.17,4.63,87.19,13.76,1.00
106.46,6.49,71.83,20.62,4.00
83.06,4.35,94.90,27.98,5.00
81.58,4.19,81.21,26.86,5.00
100.79,5.50,49.54,20.59,9.00
71.75,4.04,64.28,19.36,8.00
97.77,3.68,72.26,17.97,3.00
98.04,3.13,73.91,34.44,5.00
113.28,5.88,59.05,25.33,10.00
110.34,8.46,42.76,36.59,10.00
56.48,4.17,54.84,26.14,6.00
54.55,4.37,91.79,24.31,5.00
71.98,4.43,83.14,30.38,9.00
105.86,7.28,49.68,42.79,9.00
54.00,4.77,56.79,32.83,4.00
109.85,5.62,55.73,31.40,9.00
78.37,6.41,69.55,42.17,9.00
98.56,9.14,60.78,23.66,10.00
85.25,4.33,76.53,23.21,2.00
82.30,4.33,39.03,28.59,8.00
62.35,5.55,92.29,37.18,4.00
100.96,4.58,58.71,20.88,2.00
87.67,6.96,63.18,31.98,9.00
81.74,6.69,61.92,27.57,10.00
108.16,5.54,69.50,33.10,9.00
86.82,4.38,77.27,29.76,6.00
98.60,5.51,62.47,34.95,8.00
48.44,3.85,62.05,24.35,1.00
101.69,5.93,66.09,29.06,9.00
65.61,6.87,49.64,32.73,9.00
49.30,2.88,78.52,24.37,5.00
75.69,6.88,71.35,33.07,10.00
79.59,6.61,44.40,30.14,8.00
109.93,2.33,98.12,17.70,3.00
77.22,5.98,55.32,28.57,7.00
70.56,5.71,52.25,31.87,9.00
118.90,3.35,53.92,35.54,7.00
63.60,2.94,75.07,23.59,5.00
77.57,6.70,65.19,35.19,7.00
101.22,4.52,62.69,35.48,2.00
49.42,2.24,78.24,29.27,1.00
111.33,3.90,49.70,32.96,6.00
65.40,4.32,64.02,23.94,3.00
78.67,2.07,73.41,20.98,1.00
93.86,2.72,45.22,23.56,5.00
94.84,7.15,83.80,30.23,9.00
121.47,4.75,56.47,22.49,6.00
76.02,4.77,62.41,26.92,1.00
48.28,0.96,59.33,11.70,1.00
72.53,6.22,84.91,25.15,3.00
75.95,1.63,69.15,16.61,2.00
46.57,4.06,73.95,30.14,1.00
85.47,3.73,64.36,26.47,2.00
119.65,6.24,69.17,35.85,10.00
107.99,4.69,72.48,29.75,4.00
113.79,4.44,52.66,23.71,8.00
88.04,6.52,55.05,35.86,5.00
84.68,3.24,84.00,24.28,2.00
112.73,7.86,47.26,37.21,7.00
60.00,2.90,68.91,32.32,4.00
44.64,2.85,87.15,20.77,1.00
87.86,4.66,55.19,34.73,10.00
85.53,2.84,66.84,36.79,5.00
80.99,4.02,90.22,17.13,1.00
72.23,4.21,74.47,21.76,5.00
100.36,3.68,77.22,25.95,8.00
98.26,3.84,56.23,30.21,5.00
86.35,4.50,61.54,25.14,7.00
71.66,6.32,63.57,35.61,6.00
88.87,7.87,87.57,40.75,7.00
61.62,3.71,55.62,19.76,4.00
85.83,7.19,38.50,29.98,6.00
121.28,6.44,64.52,26.21,10.00
91.34,7.29,71.40,26.56,8.00
100.39,6.95,56.88,22.53,7.00
70.82,3.21,88.24,30.58,3.00
128.75,5.41,65.49,24.68,8.00
114.76,4.45,70.26,23.15,5.00
102.14,4.36,59.31,23.86,1.00
83.22,7.38,69.50,22.11,7.00
82.64,4.65,39.61,31.76,7.00
51.26,4.81,84.29,24.72,4.00
72.09,8.39,50.84,24.46,6.00
52.15,5.23,70.98,18.07,2.00
109.07,8.07,48.24,35.39,9.00
67.87,4.18,78.94,24.99,6.00
107.79,5.71,58.47,29.39,6.00
92.70,6.46,70.63,16.53,6.00
59.37,6.25,84.40,28.11,4.00
66.96,5.48,52.08,34.16,8.00
104.08,5.62,81.61,36.12,5.00
59.59,6.06,77.77,27.37,5.00
68.53,5.77,73.00,36.54,10.00
108.71,2.53,75.87,20.16,4.00
108.48,4.70,66.09,17.42,7.00
80.51,7.24,58.98,40.53,9.00
70.67,3.27,62.38,26.49,1.00
62.23,5.81,49.30,30.60,5.00
66.89,6.02,71.92,22.30,3.00
74.09,5.52,64.59,25.69,2.00
104.24,9.70,82.44,33.41,9.00
70.53,3.88,61.48,21.34,3.00
65.88,6.95,40.64,33.74,7.00
119.85,5.28,60.89,29.59,10.00
96.20,8.74,54.73,34.37,9.00
69.49,4.98,75.87,22.15,4.00
75.41,2.10,57.11,26.58,1.00
73.71,6.01,67.87,31.48,4.00
89.24,5.94,46.92,30.27,10.00
64.81,6.02,74.03,37.48,8.00
103.26,3.65,54.81,24.57,8.00
112.32,6.07,50.33,27.56,7.00
70.25,5.16,75.59,27.80,9.00
64.90,8.81,81.88,24.70,10.00
75.09,1.80,77.66,26.96,4.00
90.73,3.79,53.61,25.02,7.00
82.68,7.33,76.48,24.94,6.00
89.68,5.27,56.33,32.11,9.00
48.80,2.21,61.31,20.81,1.00
73.08,5.52,52.61,35.52,9.00
94.88,6.70,48.58,35.73,8.00
64.68,5.30,83.64,40.67,6.00
100.39,8.03,79.59,33.38,8.00
72.70,3.39,77.70,26.28,4.00
86.46,5.12,74.61,24.73,1.00
94.89,3.68,62.91,23.80,7.00
87.66,1.43,80.84,11.91,1.00
73.87,9.76,68.77,37.57,8.00
90.48,5.89,77.04,33.49,9.00
64.91,5.08,80.40,25.12,5.00
59.09,5.10,55.96,29.35,2.00
53.14,2.56,82.91,34.18,3.00
92.95,4.09,67.55,29.18,8.00
61.12,6.45,75.51,27.45,5.00
111.47,7.43,39.44,38.10,10.00
93.42,5.43,87.93,16.48,1.00
49.60,7.87,40.54,36.55,6.00
90.90,5.37,53.91,27.90,8.00
118.59,6.80,65.88,33.35,9.00
95.39,6.15,52.73,26.20,6.00
103.79,3.65,40.87,39.89,8.00
64.56,4.45,72.14,27.60,5.00
100.23,3.04,54.59,25.32,4.00
73.60,4.65,77.07,25.51,3.00
82.89,4.05,52.43,37.69,5.00
116.53,7.46,70.48,34.18,10.00
105.67,4.53,86.70,29.98,4.00
56.74,2.90,92.80,19.71,2.00
120.30,7.87,57.87,24.78,7.00
96.72,6.86,73.42,24.92,3.00
95.25,4.40,68.27,32.75,1.00
92.41,9.92,43.45,18.84,8.00
83.19,5.33,88.01,32.20,1.00
66.51,9.81,76.95,42.05,10.00
64.28,3.24,82.38,21.97,3.00
68.86,4.57,39.20,22.84,7.00
123.44,7.46,81.16,24.70,8.00
57.17,3.31,65.49,16.51,4.00
106.64,7.26,40.40,29.36,8.00
83.04,2.10,98.00,31.04,1.00
72.49,1.96,93.21,20.54,2.00
99.96,3.81,69.73,19.80,3.00
65.96,1.24,82.75,23.67,2.00
92.70,5.09,40.59,39.67,7.00
86.66,1.36,63.48,24.31,2.00
91.15,7.07,70.85,24.16,10.00
63.38,9.78,82.87,24.19,9.00
122.75,8.73,35.77,30.88,10.00
82.94,2.73,84.65,35.95,4.00
92.96,5.52,78.18,34.36,10.00
92.35,3.09,80.63,34.47,3.00
84.73,6.04,73.76,38.13,8.00
112.39,4.68,80.54,35.23,8.00
54.34,4.60,80.36,21.07,5.00
107.38,6.25,53.89,29.49,10.00
103.10,4.47,67.55,19.15,5.00
62.14,5.16,51.14,24.78,4.00
69.84,8.02,56.48,25.49,9.00
101.58,4.04,71.98,33.19,7.00
89.46,8.45,54.16,24.09,10.00
72.47,0.62,70.29,20.59,2.00
87.70,5.90,73.47,27.54,6.00
63.48,5.25,75.55,14.57,1.00
98.73,6.02,64.75,33.41,4.00
115.89,3.66,75.27,18.98,6.00
98.34,5.90,73.69,25.57,2.00
68.06,6.57,82.43,30.44,6.00
53.91,3.29,101.92,29.86,1.00
109.36,6.43,65.98,25.80,9.00
93.33,3.74,71.37,24.61,4.00
65.36,5.05,85.78,27.37,3.00
71.08,1.89,69.39,19.31,3.00
58.55,2.79,65.82,32.89,4.00
77.58,1.73,59.19,32.62,4.00
107.79,5.34,82.33,15.85,4.00
89.57,5.05,64.26,23.43,7.00
109.60,9.26,86.53,41.22,9.00
117.25,6.82,44.59,27.22,8.00
87.32,2.84,73.43,15.20,4.00
76.83,7.22,80.12,28.75,9.00
117.92,6.91,51.05,30.42,9.00
78.01,6.72,69.27,35.21,7.00
130.23,7.70,75.52,26.44,10.00
47.08,5.90,58.60,34.69,3.00
80.09,5.62,69.98,25.05,10.00
66.92,5.19,102.83,18.55,1.00
67.37,2.55,77.98,17.74,5.00
82.46,3.87,84.66,19.06,1.00
85.10,3.10,49.41,21.54,4.00
73.56,3.60,45.48,39.62,6.00
73.37,3.28,83.09,19.66,7.00
96.54,5.06,48.56,27.40,8.00
91.30,5.56,58.66,33.10,6.00
85.88,8.17,53.70,20.76,10.00
86.09,3.69,80.69,34.02,6.00
115.41,6.96,79.13,35.84,9.00
76.89,4.56,68.67,30.80,9.00
74.59,9.06,74.35,32.80,9.00
101.95,7.96,65.71,20.07,7.00
74.01,2.67,66.49,25.31,4.00
105.46,7.35,72.62,26.09,8.00
122.39,7.08,56.24,17.07,5.00
63.92,4.00,77.73,26.49,1.00
89.14,8.18,68.45,29.52,9.00
102.07,5.22,100.62,20.03,2.00
104.73,3.80,57.35,34.11,4.00
59.94,8.25,85.42,27.52,5.00
76.10,2.07,59.62,31.92,5.00
81.80,5.44,71.46,23.33,9.00
120.37,7.37,56.88,39.25,8.00
108.64,9.12,72.85,33.67,10.00
64.07,4.89,52.50,32.69,7.00
58.99,5.69,56.36,34.30,6.00
104.12,5.58,62.34,26.31,1.00
78.86,7.18,62.71,35.38,4.00
96.84,6.27,60.88,27.81,5.00
107.67,9.01,83.10,29.14,9.00
90.27,5.34,71.00,27.99,8.00
112.93,6.14,57.71,26.60,9.00
70.91,5.23,83.49,37.97,4.00
92.36,7.33,77.88,30.03,7.00
100.21,4.35,54.77,23.58,5.00
91.83,5.80,63.92,27.17,9.00
96.22,3.49,61.45,22.75,1.00
91.24,6.55,78.47,25.69,8.00
52.69,5.79,60.71,25.42,7.00
99.45,6.73,71.98,20.06,6.00
89.23,5.86,71.54,30.40,6.00
64.73,6.82,76.18,35.19,8.00
110.70,7.50,65.96,28.12,10.00
67.00,5.57,58.00,33.66,3.00
87.07,6.40,60.63,28.04,9.00
94.34,4.57,79.57,27.51,8.00
111.32,7.61,74.65,32.89,8.00
61.99,4.94,66.70,29.95,4.00
71.20,6.69,83.18,19.77,7.00
98.86,2.50,62.39,27.61,1.00
122.75,4.98,77.92,38.62,8.00
50.19,4.15,70.27,29.71,4.00
78.50,3.30,67.90,12.84,2.00
102.22,4.95,66.31,23.57,8.00
75.03,4.87,94.65,24.79,5.00
97.99,5.55,65.04,32.06,9.00
104.19,4.26,83.41,26.55,5.00
70.75,3.08,68.11,15.60,1.00
77.27,4.37,76.99,29.06,4.00
81.47,7.86,95.63,29.38,7.00
91.02,2.84,75.46,38.77,4.00
105.24,6.81,63.65,35.50,10.00
86.15,7.62,41.54,25.62,10.00
91.99,5.52,73.55,35.99,6.00
70.78,5.52,90.51,32.14,2.00
65.56,3.30,64.29,29.89,2.00
62.53,3.44,60.25,27.99,1.00
125.26,9.69,65.87,37.48,10.00
78.74,6.42,68.35,23.17,4.00
84.51,3.68,78.45,16.69,3.00
102.81,3.72,66.92,22.91,5.00
56.74,2.86,85.43,20.08,1.00
78.80,2.84,50.27,22.25,4.00
92.68,5.59,83.57,34.87,5.00
66.03,5.71,63.05,25.04,4.00
100.67,1.15,92.56,27.48,2.00
98.12,6.15,74.78,27.00,7.00
112.34,4.96,85.14,37.26,4.00
82.88,5.14,47.76,22.68,6.00
49.51,2.57,79.19,17.82,1.00
104.61,4.46,56.77,28.10,1.00
94.00,2.74,75.51,23.37,1.00
53.47,5.86,98.79,31.00,4.00
43.80,4.47,76.25,18.30,1.00
76.05,4.35,91.86,31.30,4.00
107.22,9.36,75.64,32.44,9.00
55.95,5.79,92.48,19.18,3.00
92.17,5.21,64.96,18.08,3.00
80.69,9.66,79.45,25.73,8.00
104.60,5.67,84.45,15.33,3.00
75.61,5.33,52.58,19.05,1.00
65.42,3.00,78.76,26.57,4.00
73.68,4.60,87.37,12.23,1.00
55.24,3.46,65.23,20.73,2.00
47.33,4.58,74.91,24.47,3.00
82.69,9.58,56.29,27.81,10.00
95.89,6.32,45.40,32.28,5.00
88.31,3.79,79.38,20.18,3.00
68.62,8.46,65.06,22.15,8.00
56.22,3.87,76.95,14.14,4.00
82.20,7.17,43.28,22.56,10.00
86.60,4.79,91.76,20.53,4.00
131.96,5.66,68.07,39.27,9.00
98.03,1.09,57.97,16.77,1.00
103.41,2.46,45.97,28.16,5.00
80.17,3.71,57.24,33.86,6.00
119.40,7.54,77.55,19.64,6.00
52.99,2.03,76.95,27.32,3.00
56.61,4.75,94.00,18.28,2.00
78.76,2.17,65.93,28.57,1.00
53.68,5.51,84.42,31.63,3.00
73.37,5.65,61.36,32.01,7.00
69.74,4.10,97.20,28.02,6.00
72.69,2.28,49.74,23.48,4.00
120.88,4.38,58.23,31.28,10.00
97.31,6.90,71.73,31.00,7.00
62.33,7.23,58.47,31.57,9.00
83.73,3.53,57.89,26.14,3.00
109.72,7.69,62.31,39.16,10.00
75.27,6.88,79.54,34.77,7.00
95.49,0.70,81.92,27.25,1.00
89.90,2.09,75.55,26.40,1.00
85.75,6.59,80.43,25.81,3.00
77.00,4.50,79.57,34.47,7.00
57.80,2.86,89.06,26.02,3.00
100.44,5.83,91.83,19.84,2.00
51.03,4.26,67.13,15.57,4.00
60.52,6.22,46.98,38.45,7.00
78.17,3.29,89.10,16.42,2.00
74.61,6.25,88.94,39.18,10.00
117.91,5.65,47.88,31.55,7.00
89.95,8.05,53.30,25.62,7.00
87.15,2.77,78.33,18.84,3.00
122.74,4.59,43.51,28.56,9.00
85.06,6.37,79.55,18.45,3.00
64.92,5.41,83.74,25.28,8.00
71.52,6.41,78.68,36.30,6.00
92.74,5.28,83.21,36.40,9.00
95.40,6.68,52.38,25.71,4.00
72.35,7.91,85.27,25.66,9.00
96.81,3.93,70.22,27.83,7.00
72.86,5.49,35.45,21.84,9.00
111.49,3.64,62.48,19.40,2.00
64.51,3.41,100.40,26.74,2.00
72.00,10.22,59.60,34.04,10.00
105.17,3.05,63.41,19.40,3.00
89.02,5.20,69.45,24.99,5.00
71.01,5.47,61.79,29.29,9.00
88.19,5.22,71.44,38.88,9.00
78.41,5.91,77.59,36.06,7.00
71.43,3.42,58.77,19.58,1.00
113.15,5.56,82.72,34.18,10.00
101.95,3.26,58.23,26.98,3.00
86.37,5.18,46.20,34.64,9.00
98.22,4.71,76.20,23.97,5.00
87.61,6.56,94.06,16.35,5.00
111.04,3.23,79.37,24.48,5.00
95.20,3.21,84.69,22.85,3.00
90.40,5.29,87.99,19.81,2.00
103.77,7.83,85.43,23.01,6.00
118.10,3.30,89.88,18.67,5.00
118.72,6.13,52.14,30.93,7.00
84.67,5.82,99.54,34.47,2.00
76.77,6.15,58.68,40.46,10.00
67.44,1.34,75.07,26.64,2.00
66.93,5.66,47.56,29.25,5.00
99.39,6.83,53.26,36.87,8.00
111.71,1.40,50.10,26.29,3.00
87.80,4.17,60.66,15.58,1.00
134.12,4.90,47.11,35.07,10.00
69.92,4.58,72.86,19.91,3.00
74.67,5.58,93.73,21.95,1.00
72.52,3.52,78.28,16.47,3.00
103.43,9.74,86.92,36.29,9.00
57.62,1.73,71.84,29.00,1.00
79.82,5.00,90.98,25.92,1.00
81.84,3.83,72.17,33.08,9.00
68.58,6.22,66.74,29.87,8.00
82.93,4.53,79.93,28.59,3.00
109.45,5.21,85.63,33.90,3.00
101.26,8.64,62.07,29.98,6.00
96.57,5.11,74.66,25.84,3.00
97.93,4.92,62.03,32.36,6.00
67.98,10.00,72.45,41.25,10.00
68.66,3.02,81.53,27.68,4.00
121.47,5.18,60.60,38.97,8.00
110.94,5.84,71.26,17.80,1.00
97.01,7.03,77.52,22.02,5.00
89.40,3.47,57.74,34.63,3.00
110.23,6.74,49.65,37.89,10.00
67.62,6.72,60.25,31.29,7.00
102.49,6.69,94.49,19.16,4.00
63.12,3.37,73.49,31.36,2.00
77.05,8.00,75.00,26.41,10.00
66.28,4.41,79.78,22.25,3.00
63.97,3.54,74.04,24.29,2.00
90.69,4.29,81.36,35.31,4.00
55.85,4.60,90.53,27.79,1.00
68.45,5.86,58.68,26.90,7.00
91.77,7.74,35.43,20.61,9.00
92.77,1.53,78.02,27.78,4.00
64.95,4.53,82.47,30.07,1.00
70.19,5.60,89.61,26.10,2.00
97.14,2.86,64.08,33.38,5.00
75.81,2.95,75.60,19.25,1.00
68.70,4.66,62.82,20.53,3.00
72.63,4.38,51.69,29.22,9.00
57.14,5.07,83.68,24.79,6.00
114.42,6.60,47.32,34.63,10.00
72.07,7.16,54.72,26.23,6.00
116.99,4.46,56.50,20.09,4.00
88.66,6.51,78.22,20.02,3.00
107.62,4.70,82.62,13.96,2.00
83.53,7.29,94.74,21.23,3.00
101.86,2.29,75.06,31.08,3.00
103.11,4.57,73.80,25.36,7.00
80.28,5.83,82.94,28.70,7.00
64.31,4.58,82.51,19.07,2.00
112.42,2.92,64.31,25.58,4.00
92.81,5.87,74.72,25.40,10.00
62.68,4.75,83.53,26.13,5.00
79.26,8.34,75.25,42.27,10.00
83.94,7.48,65.03,22.03,5.00
86.37,4.50,61.51,24.23,4.00
102.99,6.06,56.94,35.75,6.00
34.45,3.65,90.91,25.00,1.00
81.41,7.00,78.40,37.23,10.00
110.62,2.80,46.96,21.33,5.00
61.69,2.93,65.10,25.20,5.00
90.05,8.72,48.28,42.34,10.00
61.64,8.77,65.39,40.26,9.00
105.01,1.98,83.38,27.99,5.00
78.72,7.39,54.03,29.64,10.00
60.25,2.51,83.40,19.61,1.00
54.55,2.90,54.13,27.26,3.00
113.60,5.65,69.11,39.20,7.00
44.06,1.02,83.36,25.60,2.00
101.87,7.02,47.22,20.28,6.00
125.28,7.45,42.87,24.66,8.00
78.60,4.18,57.90,27.34,5.00
92.10,5.87,40.66,43.04,10.00
90.72,7.43,45.85,20.41,4.00
96.99,4.73,68.84,24.41,7.00
118.84,5.01,68.43,30.07,7.00
87.34,4.52,87.20,23.43,1.00
106.84,3.21,84.26,25.19,4.00
92.50,7.18,87.36,28.32,6.00
100.29,6.69,74.35,38.25,7.00
86.09,3.80,72.86,31.87,3.00
77.40,6.05,72.56,29.35,6.00
57.20,7.63,61.57,22.83,6.00
75.85,5.81,82.09,35.72,10.00
73.96,2.72,73.59,23.32,2.00
58.67,3.28,49.67,22.32,5.00
73.28,6.68,81.15,35.57,6.00
79.87,8.34,41.15,24.16,10.00
83.93,5.24,69.30,30.83,4.00
71.16,10.46,45.46,33.81,10.00
55.83,1.96,78.68,24.90,2.00
80.36,7.91,71.67,28.01,10.00
75.62,5.19,58.36,19.77,3.00
104.99,8.13,69.36,24.18,9.00
127.07,6.28,81.47,19.77,7.00
113.86,8.41,58.42,37.54,10.00
79.40,4.53,90.03,23.54,3.00
66.29,3.05,82.71,24.23,6.00
87.39,2.44,61.91,15.04,3.00
106.47,2.57,68.61,26.18,2.00
64.14,3.27,68.47,24.95,5.00
96.21,3.84,82.03,19.24,1.00
108.72,6.47,53.26,32.43,10.00
125.70,7.58,50.36,31.91,10.00
77.83,8.77,76.24,25.36,9.00
93.88,9.08,50.71,33.17,9.00
95.53,1.05,68.56,17.81,3.00
87.13,8.65,72.59,28.94,9.00
118.46,4.28,67.56,23.91,7.00
106.10,6.75,66.16,39.47,10.00
52.13,4.96,72.81,20.49,2.00
102.63,4.41,87.53,23.17,1.00
110.99,6.65,58.53,36.38,10.00
101.37,6.87,78.71,35.82,9.00
85.62,5.29,78.73,34.97,10.00
90.32,3.54,52.95,23.43,6.00
101.22,3.59,71.61,36.49,7.00
96.91,3.51,49.49,32.67,2.00
77.97,9.05,58.90,39.14,10.00
71.55,5.32,82.28,28.96,3.00
74.79,6.53,64.80,35.90,9.00
58.16,7.59,73.13,27.36,7.00
76.21,9.35,63.82,32.42,8.00
89.70,4.05,52.85,27.07,8.00
87.30,4.11,68.57,25.69,4.00
104.20,8.76,51.45,34.81,7.00
103.76,5.78,53.05,30.43,6.00
91.75,3.06,85.91,30.77,3.00
122.27,7.69,44.71,32.17,10.00
90.40,5.16,97.70,26.76,1.00
76.34,4.36,81.26,28.46,4.00
59.03,6.65,61.66,28.85,8.00
